Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Singapore,31 ,27 , 36,36 ,31 , 42,41 ,36 , 47,47 ,40 , 54,54 ,46 , 62,59 ,50 , 69,60 ,51 , 70,66 ,55 , 77,72 ,59 , 85,73 ,60 , 88
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,6 ,5 , 7,8 ,7 , 9,11 ,9 , 13,14 ,11 , 16,16 ,13 , 18,20 ,16 , 23,24 ,19 , 28,28 ,23 , 33,31 ,25 , 36,35 ,28 , 40
South Africa,23 ,20 , 25,30 ,27 , 32,37 ,34 , 41,43 ,39 , 46,48 ,43 , 52,53 ,48 , 57,58 ,53 , 62,63 ,58 , 67,67 ,61 , 71,71 ,65 , 75
South Sudan,2 ,1 , 2,2 ,2 , 3,3 ,2 , 4,5 ,4 , 6,7 ,6 , 9,11 ,9 , 14,11 ,9 , 14,14 ,11 , 17,17 ,13 , 21,19 ,14 , 23
Spain,65 ,52 , 78,66 ,52 , 79,69 ,54 , 82,70 ,55 , 83,72 ,57 , 85,74 ,59 , 88,81 ,64 , >95,83 ,65 , >95,83 ,65 , >95,85 ,66 , >95
Sri Lanka,6 ,5 , 8,8 ,6 , 9,9 ,8 , 11,13 ,11 , 15,16 ,14 , 19,21 ,17 , 24,28 ,24 , 33,34 ,30 , 40,43 ,37 , 50,51 ,45 , 59
Sudan,5 ,4 , 6,6 ,5 , 7,6 ,5 , 7,8 ,7 , 9,9 ,8 , 11,10 ,8 , 12,13 ,11 , 16,17 ,15 , 21,20 ,16 , 24,23 ,19 , 28
Suriname,23 ,19 , 27,25 ,21 , 30,33 ,27 , 38,37 ,31 , 44,41 ,34 , 49,42 ,35 , 50,46 ,38 , 54,48 ,39 , 57,51 ,41 , 60,50 ,40 , 60
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,73 ,52 , 95,... ,... , ...,... ,... , ...,77 ,53 , >95,82 ,56 , >95,87 ,59 , >95,89 ,59 , >95,90 ,59 , >95
Syrian Arab Republic,16 ,7 , 30,21 ,10 , 40,26 ,12 , 49,28 ,13 , 52,30 ,14 , 54,30 ,14 , 53,29 ,13 , 52,28 ,12 , 51,36 ,16 , 67,41 ,17 , 78
Tajikistan,9 ,7 , 12,10 ,8 , 14,11 ,10 , 15,13 ,11 , 17,18 ,16 , 24,26 ,22 , 34,33 ,28 , 42,38 ,33 , 49,44 ,38 , 57,48 ,41 , 62
Thailand,35 ,30 , 43,39 ,34 , 47,42 ,37 , 51,47 ,41 , 55,51 ,45 , 60,56 ,49 , 65,62 ,54 , 72,68 ,59 , 78,75 ,65 , 86,80 ,70 , 91
Timor-Leste,10 ,7 , 14,8 ,6 , 12,12 ,9 , 17,19 ,14 , 26,20 ,15 , 28,20 ,16 , 28,23 ,18 , 32,24 ,18 , 33,29 ,22 , 40,36 ,26 , 50
Togo,24 ,20 , 29,28 ,24 , 34,28 ,24 , 34,32 ,27 , 38,34 ,29 , 40,39 ,33 , 47,45 ,39 , 55,53 ,45 , 64,56 ,48 , 68,66 ,56 , 80
Trinidad and Tobago,39 ,34 , 45,43 ,37 , 49,48 ,42 , 56,54 ,47 , 62,57 ,49 , 65,60 ,52 , 68,60 ,52 , 69,61 ,52 , 70,68 ,58 , 78,74 ,63 , 85
Tunisia,13 ,8 , 20,14 ,9 , 20,12 ,8 , 17,12 ,8 , 18,14 ,10 , 19,14 ,10 , 20,16 ,11 , 22,16 ,11 , 22,17 ,12 , 25,19 ,13 , 28
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,21 ,20 , 23,24 ,23 , 26,32 ,30 , 34,42 ,40 , 46,51 ,48 , 56,55 ,52 , 60,61 ,57 , 67,70 ,66 , 77,71 ,66 , 78,85 ,79 , 94
Ukraine,9 ,8 , 9,11 ,10 , 11,17 ,16 , 18,23 ,21 , 24,27 ,25 , 29,27 ,25 , 28,37 ,35 , 40,42 ,39 , 45,49 ,46 , 53,54 ,50 , 58
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,19 ,17 , 21,20 ,18 , 22,31 ,28 , 34,36 ,32 , 39,44 ,39 , 48,49 ,44 , 53,54 ,48 , 59,60 ,54 , 65,67 ,60 , 72,75 ,68 , 81
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,17 ,15 , 18,20 ,18 , 21,7 ,7 , 8,15 ,14 , 17,23 ,21 , 24,28 ,26 , 31,35 ,32 , 38,44 ,40 , 47,52 ,48 , 56,53 ,49 , 58
Venezuela (Bolivarian Republic of),34 ,29 , 39,34 ,29 , 40,35 ,30 , 41,35 ,30 , 41,35 ,30 , 41,46 ,39 , 55,43 ,36 , 50,34 ,28 , 40,24 ,20 , 28,40 ,32 , 48
Viet Nam,22 ,19 , 26,27 ,23 , 32,32 ,28 , 37,36 ,31 , 42,40 ,35 , 46,47 ,41 , 54,53 ,47 , 60,60 ,53 , 68,65 ,56 , 73,69 ,61 , 78
Yemen,9 ,7 , 13,9 ,7 , 13,10 ,7 , 14,11 ,8 , 16,15 ,11 , 22,15 ,11 , 23,18 ,12 , 27,20 ,13 , 32,21 ,13 , 34,23 ,14 , 38
Zambia,38 ,36 , 41,44 ,42 , 48,48 ,45 , 52,54 ,51 , 58,61 ,57 , 66,68 ,64 , 73,69 ,65 , 75,72 ,68 , 78,79 ,75 , 86,86 ,80 , 93
Zimbabwe,30 ,26 , 35,40 ,35 , 46,46 ,40 , 52,53 ,47 , 61,59 ,52 , 68,64 ,56 , 74,70 ,61 , 80,79 ,68 , 90,74 ,64 , 84,86 ,75 , >95
Global,26 ,19,31,31 ,22,36,36 ,26,42,41 ,29,48,45 ,32,54,50 ,36,59,55 ,39,65,59 ,45,70,63 ,49,74,68 ,54,80
