Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Grenada,,,,,,84,91,116,285,
Guatemala,7569,7498,8639,9051,9055,9000,9424,10 385,11 838,12 739
Guinea,8330,9727,8992,9013,9790,10 154,10 435,14 742,12 592,15 441
Guinea-Bissau,1580,2049,1739,1724,2142,2429,3069,2782,2515,3000
Guyana,1280,1431,1559,1710,1828,1926,2096,2311,2480,2631
Haiti,11 515,13 721,15 430,18 672,21 604,23 674,28 630,32 680,32 624,39 777
Honduras,3396,3698,3989,4238,4510,4873,5164,5639,5933,6192
Hungary,...,...,...,...,...,1218,1317,1522,1792,...
Iceland,...,...,...,...,...,124,...,...,...,...
India,...,...,...,...,...,...,...,598 392,...,...
Indonesia,...,...,...,...,...,37 020,47 082,55 949,67 120,...
Iran (Islamic Republic of),1329,1851,2490,3188,4003,4991,6144,7265,7800,9614
Ireland,1718,1973,2228,2483,2737,2992,3405,3640,3990,4473
Israel,...,...,...,...,...,...,...,...,...,...
Italy,50 419,54 020,56 252,60 696,65 140,68 035,70 929,76 720,82 511,83 338
Jamaica,2849,3277,3774,3890,4295,4621,5031,5310,5614,6228
Japan,...,...,...,...,...,16 934,19 492,20 614,...,...
Jordan,...,...,...,...,...,162,200,226,267,...
Kazakhstan,641,989,1426,1920,2503,3382,4254,5980,8145,9762
Kenya,172 209,166 748,186 509,196 756,217 548,262 207,290 771,322 104,312 594,331 171
Kiribati,,,,,,,,3,4,4
Kuwait,...,...,...,...,...,196,237,262,295,...
Kyrgyzstan,123,166,224,427,705,905,1191,1470,1785,1949
Lao People's Democratic Republic,819,949,1126,1339,1574,1876,2253,2829,3365,3889
Latvia,340,398,457,515,572,630,1121,1362,1590,1819
Lebanon,356,431,511,613,726,842,996,1185,1354,1555
Lesotho,31 970,41 249,50 527,59 805,69 084,72 042,75 000,75 693,76 385,77 078
Liberia,1665,2125,1618,1669,1818,2202,1915,2246,3383,3660
Libya,1314,1430,1588,1665,1866,2089,1980,1871,1871,1887
Lithuania,120,158,202,301,248,415,467,577,810,910
Luxembourg,...,...,...,...,...,479,539,588,634,...
Madagascar,126,195,164,218,325,548,742,1095,1591,2330
Malawi,85 570,106 407,127 612,146 657,167 260,185 256,212 117,241 127,267 022,267 004
Malaysia,8784,9661,10 070,11 557,14 498,18 092,26 091,28 507,30 688,33 188
Maldives,...,...,...,...,...,...,...,...,...,...
Mali,9623,8896,8508,7936,8782,9767,11 033,12 142,13 557,15 058
Malta,...,...,...,...,...,...,...,...,...,...
Mauritania,683,886,866,929,972,1063,1189,1316,1323,1457
Mauritius,524,1163,1250,1445,1848,1970,1871,1961,1991,1934
Mexico,52 287,57 773,63 814,68 772,75 500,92 006,104 553,112 787,133 460,139 567
Micronesia (Federated States of),,,,,,,,3,,
Monaco,,,,,,,,,32,
Mongolia,21,30,45,81,107,120,130,150,162,164
Montenegro,39,43,49,60,70,79,100,123,143,160
Morocco,1620,2024,2528,3065,3523,3874,4643,5428,6497,7247
Mozambique,70 859,87 278,93 407,136 705,159 283,197 255,238 081,291 461,334 245,369 093
Myanmar,15 680,20 937,27 370,34 215,43 369,53 787,65 385,76 524,88 625,99 690
Namibia,23 786,29 085,32 090,36 468,36 309,43 825,39 118,46 680,50 812,55 004
Nepal,2651,3365,3899,4357,5066,5764,6286,7122,8043,9047
Netherlands,9976,10 872,11 760,12 803,13 808,14 617,15 192,15 760,16 204,16 750
New Zealand,1132,1242,1341,1460,1613,1799,1988,2152,2330,2542
Nicaragua,832,1102,1377,1545,1760,2075,2437,2807,3292,3754
Niger,2930,3741,4388,4177,3972,4224,4961,6261,6446,6571
Nigeria,113 589,130 942,134 269,171 042,197 244,221 153,251 247,269 332,285 626,336 942
North Macedonia,...,...,...,...,...,104,131,172,213,...
Norway,...,...,...,...,...,...,...,...,...,...
Oman,362,429,489,557,606,583,669,766,861,988
Pakistan,1459,1445,2238,2415,3722,4818,6651,9113,11 916,16 239
Panama,...,...,...,...,...,6514,7816,8916,...,...
Papua New Guinea,3032,3528,4412,5561,6921,8011,9042,9890,10 866,11 757
Paraguay,1917,1982,2143,2582,3008,3419,4038,5065,5588,6244
Peru,13 863,14 920,19 175,19 594,22 947,23 132,30 198,35 439,42 925,50 188
Philippines,1030,2337,3297,4899,7805,11 718,17 117,23 702,32 155,41 559
Poland,...,...,...,...,...,...,...,...,...,...
Portugal,...,...,...,...,...,20 826,21 912,25 403,...,...
Qatar,...,...,...,...,...,72,79,89,102,...
Republic of Korea,...,...,...,...,...,...,...,...,...,...
Republic of Moldova,796,875,1053,1261,1478,1861,2174,2516,2995,3431
Romania,3759,3949,4214,5222,5680,6263,6322,6812,7234,7780
Russian Federation,...,...,...,...,...,125 825,...,210 000,...,...
Rwanda,30 312,34 907,39 380,43 701,48 512,54 441,61 747,64 973,67 573,71 201
Saint Kitts and Nevis,,,,,,42,57,57,60,
Saint Lucia,,,,,,100,129,136,,183
Saint Vincent and the Grenadines,,,,,,195,183,205,200,
Samoa,,,,,,,,6,8,6
Saudi Arabia,...,...,...,...,...,...,...,4231,...,...
Senegal,3303,3576,3329,4137,4711,5447,5543,6278,7189,8042
Serbia,732,797,863,935,1021,1125,1261,1409,1658,1758
Seychelles,,,,,,,,...,...,
Sierra Leone,2295,3126,2242,2209,2378,3715,4281,5697,7021,8324
Singapore,1889,2327,2766,3163,3722,4150,4254,4754,5192,5323
Slovakia,...,...,...,...,...,320,380,560,...,...
Slovenia,...,...,...,...,...,...,...,...,...,...
Solomon Islands,,,,,,,,,4,
Somalia,439,484,623,627,740,886,1030,1159,1269,1351
South Africa,391 025,539 729,701 361,831 319,955 542,1 088 720,1 223 245,1 350 605,1 453 545,1 569 285
South Sudan,959,1186,1507,2351,3184,4946,5562,7816,9778,11 787
Spain,68 984,71 310,75 740,78 470,81 135,85 479,95 842,99 296,99 951,103 847
Sri Lanka,146,163,210,296,385,491,668,843,1063,1293
Sudan,1159,1320,1323,1701,1895,2200,2829,3799,4316,5461
Suriname,523,595,727,799,905,976,1119,1213,1317,1333
Sweden,...,...,...,...,...,...,...,...,...,...
Switzerland,...,...,...,...,...,...,...,...,...,...
Syrian Arab Republic,49,71,87,94,100,90,89,89,141,184
Tajikistan,257,354,427,538,812,1271,1784,2292,2898,3332
Thailand,102 112,112 660,118 304,128 158,138 012,148 621,164 008,178 041,194 595,206 870
Timor-Leste,22,21,45,64,79,104,123,161,234,338
Togo,10 242,11 737,8221,9313,9999,11 987,12 894,13 531,16 981,20 174
Trinidad and Tobago,2047,2241,2541,2964,2954,3097,3096,3370,3641,3905
Tunisia,273,325,270,320,360,423,510,522,613,732
Turkey,...,...,...,...,...,...,...,...,...,...
Turkmenistan,...,...,...,...,...,...,...,...,...,...
Uganda,96 998,112 237,126 253,151 244,195 731,219 547,255 069,308 423,322 839,403 715
Ukraine,10 743,13 107,20 245,27 311,32 794,33 768,46 562,53 437,63 059,69 758
United Arab Emirates,...,...,...,...,...,...,...,...,...,...
United Kingdom,...,...,...,...,...,...,...,...,...,...
United Republic of Tanzania,75 833,88 974,134 268,153 819,179 600,210 070,243 455,280 391,328 467,397 144
United States,...,...,...,...,...,...,...,...,...,...
Uruguay,...,...,...,...,...,3900,4199,4520,5088,...
Uzbekistan,1432,1941,758,1875,3082,4312,5896,8084,10 514,11 220
Venezuela (Bolivarian Republic of),26 743,28 269,30 122,30 150,30 521,39 896,36 688,28 142,18 440,32 222
Viet Nam,32 788,39 726,45 564,52 944,58 902,69 802,77 760,88 627,94 587,100 992
Yemen,340,350,406,514,743,809,1023,1244,1379,1586
Zambia,127 345,155 972,187 701,215 543,236 533,272 105,285 957,299 894,339 553,374 541
Zimbabwe,119 235,148 551,178 017,245 690,254 029,285 799,309 851,361 450,331 303,412 199
Global,3 500 000,4 100 000,4 700 000,5 500 000,6 100 000,6 900 000,7 700 000,8 600 000,9 300 000,10 400 000
