Country,2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Micronesia (Federated States of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,,,
Mongolia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Montenegro,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Morocco,<500 ,<200 , <1000,<500 ,<200 , 1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<200 ,<200 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<1000 ,<500 , <1000,<1000 ,<200 , 1200,<500 ,<200 , <500,<1000 ,<200 , 1200,<1000 ,<200 , 1100,<1000 ,<200 , 1100,<1000 ,<200 , 1200,<500 ,<200 , 1000,<1000 ,<200 , 1100
Mozambique,58 000 ,32 000 , 93 000,62 000 ,35 000 , 97 000,54 000 ,27 000 , 89 000,59 000 ,31 000 , 96 000,62 000 ,33 000 , 100 000,66 000 ,35 000 , 100 000,68 000 ,36 000 , 110 000,54 000 ,35 000 , 78 000,72 000 ,46 000 , 100 000,81 000 ,53 000 , 120 000,78 000 ,50 000 , 110 000,82 000 ,53 000 , 120 000,80 000 ,52 000 , 110 000,76 000 ,49 000 , 110 000,76 000 ,49 000 , 110 000,77 000 ,50 000 , 110 000,68 000 ,44 000 , 97 000,63 000 ,41 000 , 91 000,58 000 ,38 000 , 83 000
Myanmar,30 000 ,8500 , 65 000,33 000 ,9500 , 71 000,22 000 ,6000 , 48 000,26 000 ,7200 , 56 000,27 000 ,7600 , 59 000,28 000 ,7900 , 61 000,29 000 ,16 000 , 46 000,29 000 ,16 000 , 46 000,29 000 ,16 000 , 46 000,29 000 ,16 000 , 46 000,26 000 ,15 000 , 41 000,24 000 ,14 000 , 37 000,23 000 ,13 000 , 35 000,21 000 ,12 000 , 32 000,24 000 ,7100 , 50 000,18 000 ,12 000 , 26 000,19 000 ,12 000 , 27 000,16 000 ,11 000 , 23 000,15 000 ,10 000 , 22 000
Namibia,13 000 ,8800 , 19 000,15 000 ,10 000 , 22 000,14 000 ,8800 , 21 000,16 000 ,9800 , 23 000,16 000 ,10 000 , 24 000,17 000 ,10 000 , 24 000,16 000 ,10 000 , 24 000,16 000 ,10 000 , 24 000,13 000 ,8500 , 18 000,12 000 ,8000 , 16 000,10 000 ,7400 , 14 000,8700 ,6200 , 12 000,7800 ,5600 , 10 000,7100 ,5100 , 9400,6700 ,4800 , 9000,5900 ,4200 , 7900,5400 ,3900 , 7200,4900 ,3500 , 6500,4500 ,3200 , 5900
Nepal,1000 ,<500 , 2100,1300 ,<500 , 2500,<1000 ,<500 , 1800,1100 ,<500 , 2200,1200 ,<500 , 2400,1300 ,<500 , 2600,1300 ,<500 , 2700,1000 ,<1000 , 1300,1400 ,<500 , 2900,1500 ,<500 , 3000,<1000 ,<1000 , <1000,1700 ,<1000 , 3400,1600 ,<1000 , 3300,1500 ,<500 , 3100,1300 ,<500 , 2800,1200 ,<500 , 2600,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500
Netherlands,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
New Zealand,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Nicaragua,<100 ,<100 , <200,<200 ,<100 , <500,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200
Niger,2600 ,<1000 , 5400,2500 ,<1000 , 5200,1500 ,<500 , 3200,1600 ,<500 , 3400,1500 ,<500 , 3300,1500 ,<500 , 3100,1300 ,<500 , 2900,1500 ,<500 , 3100,2100 ,1300 , 3100,2100 ,1300 , 3000,2100 ,1300 , 3000,1300 ,<500 , 2700,1200 ,<500 , 2600,1100 ,<500 , 2400,1300 ,<1000 , 1900,1000 ,<1000 , 1500,<1000 ,<1000 , 1400,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100
Nigeria,78 000 ,29 000 , 150 000,80 000 ,30 000 , 150 000,55 000 ,18 000 , 110 000,62 000 ,21 000 , 120 000,64 000 ,21 000 , 130 000,65 000 ,22 000 , 130 000,65 000 ,22 000 , 130 000,75 000 ,26 000 , 150 000,90 000 ,59 000 , 130 000,86 000 ,56 000 , 120 000,86 000 ,56 000 , 120 000,92 000 ,60 000 , 130 000,86 000 ,56 000 , 120 000,83 000 ,54 000 , 120 000,74 000 ,48 000 , 100 000,68 000 ,44 000 , 96 000,64 000 ,41 000 , 90 000,58 000 ,38 000 , 82 000,53 000 ,34 000 , 75 000
Norway,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Oman,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Pakistan,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<500 ,<100 , <500,<1000 ,<500 , 2100,1600 ,<500 , 3500,2800 ,<1000 , 6100,3500 ,<1000 , 7700,4600 ,1200 , 10 000,1500 ,<1000 , 2200,7300 ,2000 , 16 000,8200 ,2200 , 18 000,8600 ,2400 , 19 000,8500 ,2300 , 19 000,2700 ,1700 , 3900,3000 ,2000 , 4100,2600 ,1700 , 3600,3800 ,2500 , 5400
Palau,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Panama,<500 ,<500 , <1000,<1000 ,<500 , 1200,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<500 ,<200 , <1000,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000
Papua New Guinea,3100 ,<1000 , 6500,3700 ,1200 , 7700,2700 ,<1000 , 5800,3400 ,1100 , 7100,3700 ,1200 , 7700,3900 ,1200 , 8100,3900 ,1200 , 8000,4400 ,1400 , 9000,1100 ,<1000 , 1700,4200 ,1300 , 8600,4300 ,1300 , 8800,4700 ,1500 , 9700,4700 ,1500 , 9700,4500 ,1600 , 9100,4300 ,1500 , 8400,4100 ,1500 , 8200,4300 ,1500 , 8400,4000 ,1400 , 7900,2700 ,2200 , 3300
Paraguay,<500 ,<100 , <500,<500 ,<100 , <1000,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<100 ,<100 , <100,<500 ,<100 , <500,<500 ,<100 , <500,<100 ,<100 , <100,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Peru,4800 ,1500 , 9800,4500 ,1400 , 9200,2600 ,<1000 , 5500,2500 ,<1000 , 5300,2600 ,<1000 , 5500,2600 ,<1000 , 5500,2500 ,<1000 , 5400,2700 ,<1000 , 5800,2500 ,<1000 , 5300,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,2800 ,<1000 , 5900,2700 ,<1000 , 5700,2200 ,1700 , 2800,2200 ,1700 , 2800,2300 ,1700 , 2900,2200 ,1600 , 2700,1800 ,1400 , 2300,2400 ,1800 , 3000
Philippines,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1300,1000 ,<500 , 1900,1200 ,<500 , 2300,1800 ,<1000 , 3300,2400 ,<1000 , 4500,3400 ,1400 , 6400,4200 ,1700 , 7900,5000 ,2000 , 9300,5600 ,2300 , 10 000,6500 ,2600 , 12 000,7800 ,3200 , 14 000,8300 ,3400 , 15 000,10 000 ,4100 , 19 000
Poland,<500 ,<500 , <1000,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <200,<100 ,<100 , <200
Portugal,1400 ,<1000 , 2500,1300 ,<1000 , 2400,1400 ,<1000 , 2500,1300 ,<1000 , 2300,1000 ,<1000 , 1200,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<100 , <500
Qatar,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Republic of Korea,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<200 , <1000
Republic of Moldova,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<100 ,<100 , <100,<500 ,<200 , <1000,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Romania,<500 ,<200 , <1000,<1000 ,<200 , 1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<1000 ,<1000 , 1000,<500 ,<200 , <1000,<1000 ,<1000 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Russian Federation,4800 ,1300 , 10 000,5300 ,1500 , 11 000,3500 ,<1000 , 7600,4400 ,1300 , 9600,5100 ,1400 , 11 000,5800 ,1700 , 13 000,6500 ,1900 , 14 000,8800 ,2600 , 19 000,7700 ,4700 , 12 000,10 000 ,6500 , 15 000,12 000 ,3500 , 24 000,13 000 ,4100 , 28 000,14 000 ,4300 , 28 000,14 000 ,4300 , 28 000,13 000 ,4100 , 27 000,13 000 ,4100 , 26 000,19 000 ,12 000 , 27 000,16 000 ,11 000 , 24 000,16 000 ,10 000 , 22 000
Rwanda,4100 ,2300 , 6400,3600 ,2000 , 5700,3000 ,1400 , 5100,3500 ,1700 , 5900,3300 ,1600 , 5600,4100 ,3100 , 5200,4100 ,3200 , 5200,3700 ,2800 , 4700,3300 ,2500 , 4200,3100 ,2400 , 4000,2700 ,2000 , 3400,2300 ,1800 , 3000,2000 ,1500 , 2500,1800 ,1300 , 2200,1800 ,1400 , 2300,1900 ,1400 , 2400,1600 ,1200 , 2000,1500 ,1200 , 1900,1500 ,1100 , 1900
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,,,,,,,,,,,,,<100 ,<100 , <100,,,
Saint Lucia,,,,,,,,,,<100 ,<100 , <100,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Saint Vincent and the Grenadines,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,,,,<100 ,<100 , <100,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,,,,<100 ,<100 , <100
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Sao Tome and Principe,,,,,,,,,,<100 ,<100 , <100,,,,<100 ,<100 , <100,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100
Saudi Arabia,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <100
Senegal,1800 ,<1000 , 3800,2000 ,<1000 , 4000,1300 ,<500 , 2600,1500 ,<500 , 3000,1500 ,<500 , 3100,1500 ,<500 , 3100,1500 ,<500 , 3000,1700 ,<1000 , 3500,1600 ,<1000 , 3200,1600 ,<1000 , 3300,1600 ,1100 , 2200,1700 ,1200 , 2300,1500 ,1100 , 2000,1400 ,1000 , 1900,1300 ,<1000 , 1800,1200 ,<1000 , 1700,1100 ,<1000 , 1500,1100 ,<1000 , 1500,<1000 ,<1000 , 1200
Serbia,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Seychelles,,,,,,,,,,<100 ,<100 , <100,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Sierra Leone,3600 ,1300 , 7000,3800 ,1400 , 7500,2700 ,<1000 , 5500,3100 ,1000 , 6300,3300 ,1100 , 6700,1900 ,1200 , 2900,3600 ,1200 , 7200,2100 ,1300 , 3100,2100 ,1300 , 3200,2300 ,1500 , 3300,2000 ,1500 , 2700,1800 ,1300 , 2500,2400 ,1700 , 3200,2700 ,1800 , 3900,2600 ,1700 , 3700,3000 ,1900 , 4300,3100 ,2000 , 4500,2800 ,1800 , 4000,2900 ,1900 , 4200
Singapore,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Slovakia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Slovenia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Somalia,1800 ,<1000 , 3800,1900 ,<1000 , 4200,1300 ,<500 , 2700,1500 ,<500 , 3100,1500 ,<500 , 3200,1500 ,<500 , 3300,1500 ,<500 , 3200,1700 ,<500 , 3600,1500 ,<500 , 3300,1500 ,<500 , 3200,1100 ,<1000 , 1600,1500 ,<500 , 3200,1100 ,<1000 , 1700,1200 ,<500 , 2700,1000 ,<500 , 2200,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
South Africa,200 000 ,120 000 , 290 000,230 000 ,140 000 , 350 000,230 000 ,130 000 , 360 000,270 000 ,160 000 , 420 000,300 000 ,180 000 , 460 000,280 000 ,150 000 , 450 000,300 000 ,160 000 , 470 000,310 000 ,170 000 , 490 000,330 000 ,210 000 , 480 000,330 000 ,210 000 , 470 000,330 000 ,210 000 , 470 000,310 000 ,240 000 , 390 000,300 000 ,220 000 , 400 000,280 000 ,200 000 , 370 000,270 000 ,200 000 , 360 000,240 000 ,170 000 , 320 000,210 000 ,150 000 , 270 000,190 000 ,140 000 , 260 000,180 000 ,130 000 , 230 000
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 ,<1000 , 3800,4800 ,1900 , 9100,2200 ,1400 , 3200,2000 ,1300 , 2800,1800 ,1200 , 2600,1900 ,1200 , 2800,2000 ,1300 , 2800,1900 ,1200 , 2800
Spain,2100 ,<1000 , 3900,1700 ,<1000 , 3100,1800 ,<1000 , 3400,2600 ,1100 , 4800,<1000 ,<500 , 1700,1200 ,<500 , 2300,1100 ,<500 , 2200,<1000 ,<500 , 1600,<1000 ,<500 , 1700,<1000 ,<500 , 1600,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <1000,<1000 ,<500 , 1200,<1000 ,<200 , 1000,<500 ,<200 , <1000
Sri Lanka,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 ,<1000 , 2900,1600 ,<1000 , 3000,1500 ,<1000 , 2900,1300 ,<500 , 2600,1200 ,<500 , 2300,1100 ,<500 , 2200,<1000 ,<500 , 2000,<1000 ,<500 , 2000
Suriname,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Sweden,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Switzerland,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Tajikistan,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<200 ,<200 , <500,<200 ,<100 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Thailand,48 000 ,16 000 , 97 000,48 000 ,16 000 , 98 000,32 000 ,9200 , 68 000,33 000 ,9700 , 71 000,32 000 ,9300 , 68 000,30 000 ,8800 , 65 000,24 000 ,12 000 , 40 000,23 000 ,12 000 , 38 000,22 000 ,11 000 , 37 000,21 000 ,12 000 , 34 000,20 000 ,12 000 , 29 000,18 000 ,11 000 , 26 000,16 000 ,9200 , 24 000,17 000 ,11 000 , 26 000,15 000 ,9400 , 23 000,14 000 ,8800 , 21 000,12 000 ,8200 , 17 000,12 000 ,8900 , 15 000,11 000 ,8200 , 14 000
The former Yugoslav Republic of Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,,,
Timor-Leste,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200
Togo,1100 ,<500 , 1900,1100 ,<1000 , 2000,<1000 ,<500 , 1700,1100 ,<500 , 2000,1200 ,<500 , 2200,1300 ,<1000 , 2400,1400 ,<1000 , 2600,1600 ,<1000 , 2900,1500 ,<1000 , 2200,1200 ,<1000 , 1800,1200 ,<1000 , 1800,1300 ,<1000 , 1800,1100 ,<1000 , 1600,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000
Tonga,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
