Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Brazil,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Brunei Darussalam,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Bulgaria,23 ,21 , 25,24 ,22 , 26,26 ,24 , 29,28 ,25 , 31,29 ,27 , 32,31 ,28 , 34,31 ,28 , 34,43 ,38 , 47,48 ,43 , 53,51 ,46 , 57
Burkina Faso,30 ,24 , 35,25 ,20 , 29,26 ,22 , 31,28 ,23 , 34,31 ,25 , 37,31 ,26 , 37,34 ,28 , 41,38 ,31 , 45,42 ,34 , 50,50 ,40 , 59
Burundi,24 ,21 , 30,29 ,25 , 35,27 ,23 , 32,31 ,27 , 37,35 ,30 , 41,42 ,36 , 49,51 ,45 , 61,60 ,52 , 72,69 ,59 , 82,77 ,66 , 92
Cabo Verde,28 ,24 , 35,29 ,25 , 35,34 ,30 , 41,40 ,35 , 48,50 ,43 , 61,55 ,47 , 66,64 ,54 , 77,65 ,55 , 79,81 ,67 , >95,85 ,71 , >95
Cambodia,46 ,39 , 57,51 ,43 , 61,55 ,46 , 65,58 ,49 , 69,62 ,53 , 72,65 ,55 , 75,69 ,59 , 80,73 ,62 , 85,77 ,66 , 89,83 ,71 , 95
Cameroon,23 ,20 , 25,26 ,23 , 29,22 ,19 , 24,23 ,20 , 25,25 ,21 , 27,29 ,25 , 32,36 ,31 , 39,44 ,38 , 49,50 ,43 , 55,56 ,49 , 62
Canada,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Central African Republic,13 ,11 , 15,12 ,10 , 15,15 ,12 , 18,17 ,14 , 21,23 ,19 , 29,27 ,22 , 34,21 ,17 , 27,26 ,21 , 33,29 ,23 , 37,34 ,27 , 44
Chad,34 ,27 , 41,34 ,27 , 40,36 ,29 , 43,36 ,29 , 43,43 ,35 , 51,52 ,42 , 61,32 ,26 , 38,38 ,30 , 45,46 ,36 , 54,53 ,41 , 63
Chile,38 ,33 , 43,39 ,33 , 44,44 ,38 , 51,48 ,41 , 55,50 ,43 , 58,51 ,44 , 59,57 ,49 , 65,63 ,54 , 72,67 ,57 , 77,70 ,60 , 81
China,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Colombia,17 ,14 , 20,23 ,19 , 27,26 ,21 , 31,30 ,25 , 37,35 ,29 , 42,41 ,33 , 49,44 ,36 , 54,44 ,36 , 55,45 ,37 , 56,46 ,37 , 58
Comoros,11 ,6 , 23,13 ,6 , 25,16 ,8 , 30,18 ,9 , 36,19 ,10 , 38,30 ,16 , 57,23 ,12 , 42,28 ,15 , 52,36 ,20 , 66,44 ,24 , 81
Congo,25 ,21 , 29,19 ,15 , 22,20 ,17 , 24,22 ,18 , 26,21 ,17 , 26,28 ,22 , 34,28 ,22 , 36,30 ,23 , 38,32 ,24 , 43,23 ,17 , 32
Costa Rica,47 ,36 , 60,47 ,37 , 61,48 ,37 , 61,48 ,37 , 61,51 ,39 , 64,57 ,43 , 72,57 ,43 , 72,60 ,46 , 76,70 ,53 , 88,77 ,59 , >95
Croatia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Cuba,34 ,21 , 52,38 ,23 , 57,40 ,24 , 60,42 ,26 , 64,49 ,30 , 73,55 ,34 , 82,59 ,36 , 87,63 ,39 , 93,69 ,42 , >95,74 ,45 , >95
Cyprus,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Czechia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Côte d'Ivoire,14 ,12 , 17,18 ,15 , 21,20 ,17 , 24,23 ,20 , 27,26 ,22 , 30,29 ,25 , 34,33 ,29 , 39,39 ,34 , 46,47 ,40 , 54,53 ,46 , 62
Democratic People's Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Democratic Republic of the Congo,14 ,11 , 17,14 ,11 , 16,17 ,14 , 21,19 ,16 , 23,23 ,19 , 28,28 ,23 , 33,41 ,34 , 49,51 ,41 , 60,64 ,52 , 77,72 ,58 , 87
Denmark,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Djibouti,10 ,7 , 15,12 ,8 , 17,15 ,10 , 23,17 ,12 , 26,19 ,13 , 29,27 ,19 , 41,32 ,23 , 48,32 ,22 , 47,37 ,26 , 54,41 ,30 , 61
Dominican Republic,15 ,12 , 20,18 ,14 , 24,21 ,17 , 27,24 ,19 , 31,27 ,22 , 35,30 ,24 , 38,33 ,27 , 42,37 ,29 , 45,40 ,32 , 50,44 ,35 , 54
Ecuador,21 ,15 , 38,26 ,19 , 47,25 ,18 , 45,22 ,16 , 40,27 ,20 , 48,33 ,24 , 58,41 ,31 , 72,47 ,35 , 81,53 ,39 , 91,64 ,47 , >95
Egypt,10 ,8 , 17,12 ,9 , 18,13 ,9 , 19,14 ,10 , 20,18 ,13 , 24,18 ,14 , 25,22 ,16 , 30,28 ,20 , 37,33 ,24 , 43,36 ,26 , 47
El Salvador,31 ,26 , 36,31 ,27 , 37,29 ,25 , 35,32 ,28 , 38,33 ,29 , 40,36 ,31 , 43,39 ,33 , 47,40 ,34 , 47,41 ,35 , 49,51 ,43 , 60
Equatorial Guinea,6 ,5 , 7,9 ,7 , 11,12 ,10 , 14,15 ,12 , 18,16 ,13 , 19,10 ,8 , 12,14 ,11 , 18,18 ,14 , 23,17 ,12 , 23,18 ,13 , 25
Eritrea,32 ,24 , 42,37 ,28 , 48,45 ,34 , 59,51 ,39 , 67,57 ,43 , 75,62 ,47 , 81,65 ,49 , 87,60 ,44 , 79,59 ,43 , 80,60 ,43 , 82
Estonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Eswatini,33 ,30 , 37,37 ,33 , 41,42 ,38 , 46,48 ,44 , 53,57 ,52 , 63,64 ,59 , 70,73 ,67 , 80,80 ,73 , 87,83 ,76 , 90,90 ,83 , >95
Ethiopia,37 ,29 , 47,43 ,33 , 54,49 ,38 , 63,51 ,40 , 65,58 ,45 , 73,59 ,45 , 74,66 ,51 , 83,67 ,52 , 85,69 ,53 , 87,77 ,60 , >95
Fiji,13 ,9 , 22,14 ,11 , 26,21 ,16 , 36,21 ,15 , 36,22 ,15 , 40,21 ,15 , 40,18 ,12 , 35,19 ,13 , 38,22 ,14 , 46,26 ,16 , 53
Finland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
France,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Gabon,36 ,29 , 44,40 ,32 , 49,35 ,28 , 43,45 ,36 , 56,48 ,37 , 59,57 ,44 , 70,58 ,45 , 72,67 ,52 , 85,73 ,56 , 92,52 ,40 , 66
Gambia,10 ,8 , 13,11 ,9 , 14,13 ,10 , 16,13 ,10 , 16,13 ,11 , 17,13 ,10 , 16,15 ,12 , 19,15 ,12 , 19,16 ,12 , 20,17 ,13 , 21
Georgia,29 ,22 , 41,33 ,25 , 47,42 ,31 , 59,45 ,33 , 66,46 ,33 , 69,50 ,35 , 77,54 ,37 , 84,56 ,37 , 90,56 ,37 , 92,57 ,36 , 95
Germany,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Ghana,18 ,14 , 21,22 ,17 , 26,24 ,19 , 29,24 ,19 , 30,25 ,20 , 31,17 ,13 , 21,19 ,14 , 25,21 ,16 , 28,24 ,17 , 32,33 ,23 , 45
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Guatemala,40 ,32 , 51,38 ,31 , 48,43 ,36 , 54,44 ,37 , 55,44 ,37 , 54,43 ,37 , 53,45 ,38 , 56,50 ,43 , 61,57 ,49 , 70,62 ,52 , 75
Guinea,32 ,27 , 39,36 ,31 , 44,32 ,28 , 39,31 ,27 , 38,33 ,29 , 39,33 ,29 , 39,34 ,29 , 40,47 ,40 , 55,39 ,34 , 46,47 ,40 , 55
Guinea-Bissau,13 ,11 , 14,16 ,14 , 18,13 ,11 , 15,13 ,11 , 14,16 ,14 , 18,18 ,15 , 20,22 ,19 , 26,20 ,17 , 23,18 ,15 , 21,22 ,18 , 25
Guyana,39 ,35 , 44,42 ,37 , 47,44 ,39 , 49,46 ,41 , 51,48 ,42 , 53,49 ,43 , 54,52 ,46 , 58,56 ,49 , 63,59 ,51 , 66,62 ,53 , 69
Haiti,20 ,17 , 23,24 ,21 , 27,27 ,23 , 30,32 ,27 , 37,36 ,31 , 42,40 ,34 , 45,47 ,41 , 54,54 ,46 , 61,53 ,45 , 61,64 ,55 , 74
Honduras,23 ,18 , 28,25 ,21 , 31,28 ,23 , 34,30 ,25 , 36,32 ,27 , 38,34 ,29 , 41,36 ,30 , 43,39 ,33 , 47,41 ,34 , 48,43 ,35 , 51
Hungary,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iceland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iran (Islamic Republic of),4 ,2 , 5,5 ,3 , 7,6 ,4 , 10,8 ,5 , 13,10 ,7 , 17,12 ,8 , 22,15 ,9 , 27,17 ,10 , 34,18 ,10 , 37,22 ,12 , 48
Ireland,55 ,43 , 65,59 ,46 , 70,62 ,49 , 74,65 ,52 , 78,68 ,54 , 81,70 ,56 , 84,76 ,60 , 90,76 ,60 , 91,79 ,63 , 94,84 ,67 , >95
Israel,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Italy,63 ,41 , 92,66 ,41 , >95,67 ,41 , >95,70 ,42 , >95,74 ,43 , >95,76 ,43 , >95,78 ,42 , >95,84 ,44 , >95,89 ,45 , >95,89 ,45 , >95
Jamaica,16 ,13 , 23,18 ,14 , 26,20 ,16 , 29,21 ,16 , 29,22 ,18 , 31,24 ,19 , 33,25 ,20 , 36,27 ,21 , 37,28 ,22 , 39,31 ,25 , 44
Japan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Jordan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kazakhstan,7 ,7 , 8,10 ,9 , 11,13 ,12 , 14,16 ,14 , 17,18 ,17 , 20,22 ,20 , 25,25 ,23 , 28,32 ,29 , 36,40 ,36 , 45,44 ,40 , 49
Kenya,37 ,33 , 44,36 ,31 , 42,39 ,34 , 46,41 ,36 , 48,45 ,39 , 52,53 ,47 , 63,58 ,51 , 69,64 ,56 , 75,62 ,54 , 73,65 ,57 , 76
Kuwait,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kyrgyzstan,5 ,<1 , <1,5 ,<1 , <1,6 ,<1 , <1,11 ,<1 , <1,16 ,<1 , <1,19 ,<1 , <1,23 ,<1 , <1,26 ,<1 , <1,30 ,<1 , <1,30 ,30 , 31
Lao People's Democratic Republic,17 ,15 , 19,19 ,16 , 21,21 ,18 , 24,23 ,20 , 27,26 ,23 , 30,30 ,26 , 35,35 ,31 , 40,43 ,38 , 49,49 ,44 , 57,55 ,49 , 63
Latvia,12 ,7 , 17,14 ,8 , 19,15 ,9 , 21,17 ,10 , 23,18 ,11 , 25,20 ,12 , 27,34 ,21 , 46,39 ,24 , 53,44 ,27 , 58,48 ,29 , 63
Lebanon,34 ,21 , 52,37 ,23 , 57,39 ,24 , 61,41 ,25 , 64,44 ,26 , 68,46 ,28 , 72,50 ,30 , 79,56 ,33 , 90,61 ,35 , >95,68 ,37 , >95
Lesotho,27 ,25 , 30,34 ,32 , 38,41 ,38 , 46,47 ,44 , 52,53 ,49 , 59,54 ,51 , 60,56 ,52 , 62,56 ,52 , 62,57 ,53 , 62,57 ,53 , 63
Liberia,9 ,7 , 11,11 ,9 , 13,8 ,7 , 10,9 ,7 , 11,10 ,8 , 12,12 ,9 , 15,10 ,8 , 13,12 ,10 , 16,19 ,15 , 24,21 ,16 , 27
Libya,33 ,23 , 43,33 ,23 , 43,33 ,24 , 44,33 ,24 , 42,35 ,25 , 44,37 ,27 , 47,33 ,25 , 42,30 ,23 , 38,29 ,22 , 37,29 ,22 , 36
Lithuania,8 ,7 , 10,10 ,8 , 12,12 ,10 , 14,17 ,14 , 20,13 ,11 , 16,21 ,18 , 25,22 ,19 , 26,26 ,22 , 30,34 ,29 , 40,36 ,31 , 43
Luxembourg,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Madagascar,2 ,2 , 3,3 ,3 , 4,2 ,2 , 3,3 ,2 , 3,3 ,3 , 4,5 ,4 , 6,5 ,5 , 7,7 ,6 , 9,9 ,7 , 11,12 ,9 , 15
Malawi,27 ,23 , 30,32 ,28 , 36,38 ,33 , 41,42 ,37 , 46,47 ,41 , 51,50 ,44 , 55,56 ,50 , 61,63 ,56 , 68,68 ,61 , 73,67 ,60 , 72
Malaysia,15 ,13 , 18,16 ,14 , 19,17 ,15 , 20,19 ,17 , 22,23 ,21 , 27,29 ,26 , 33,41 ,36 , 46,43 ,38 , 49,44 ,40 , 50,46 ,41 , 52
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mali,25 ,21 , 30,23 ,18 , 26,21 ,17 , 25,19 ,15 , 23,21 ,17 , 25,23 ,18 , 27,25 ,20 , 31,27 ,22 , 33,30 ,24 , 37,32 ,25 , 42
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,20 ,16 , 25,27 ,22 , 33,27 ,22 , 34,30 ,24 , 38,32 ,25 , 42,36 ,28 , 50,42 ,32 , 59,48 ,36 , 69,49 ,36 , 73,56 ,39 , 84
Mauritius,7 ,6 , 8,15 ,13 , 18,16 ,14 , 19,19 ,17 , 22,24 ,21 , 28,26 ,22 , 29,24 ,21 , 28,25 ,21 , 30,26 ,22 , 30,25 ,21 , 30
Mexico,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mongolia,6 ,6 , 7,8 ,7 , 10,12 ,10 , 13,20 ,18 , 23,25 ,22 , 29,27 ,24 , 31,29 ,25 , 32,32 ,28 , 36,33 ,30 , 38,33 ,29 , 37
Montenegro,35 ,12 , 70,33 ,11 , 66,32 ,11 , 63,35 ,11 , 67,36 ,11 , 69,36 ,11 , 71,41 ,13 , 77,45 ,15 , 84,48 ,15 , 86,50 ,15 , 92
Morocco,17 ,14 , 22,21 ,17 , 27,25 ,20 , 33,30 ,24 , 38,33 ,27 , 43,35 ,29 , 45,41 ,33 , 53,47 ,38 , 60,55 ,44 , 70,60 ,48 , 76
Mozambique,13 ,10 , 16,15 ,12 , 19,15 ,12 , 19,21 ,17 , 27,24 ,19 , 30,28 ,22 , 36,33 ,26 , 42,39 ,31 , 49,43 ,34 , 55,46 ,36 , 58
Myanmar,11 ,9 , 13,15 ,13 , 18,19 ,17 , 23,24 ,21 , 28,31 ,26 , 36,38 ,33 , 44,46 ,40 , 53,54 ,47 , 62,63 ,55 , 71,70 ,62 , 80
Namibia,39 ,36 , 42,46 ,43 , 51,50 ,46 , 55,56 ,51 , 61,55 ,50 , 60,65 ,59 , 70,57 ,52 , 62,66 ,61 , 72,71 ,66 , 78,76 ,70 , 83
Nepal,13 ,11 , 15,17 ,15 , 20,21 ,18 , 25,24 ,21 , 29,30 ,26 , 35,34 ,30 , 40,38 ,33 , 44,43 ,37 , 50,48 ,42 , 56,53 ,46 , 61
Netherlands,60 ,55 , 65,63 ,58 , 69,67 ,61 , 72,71 ,64 , 76,74 ,68 , 80,77 ,70 , 84,79 ,72 , 86,82 ,74 , 89,84 ,75 , 92,86 ,77 , >95
New Zealand,61 ,41 , 87,63 ,41 , 92,64 ,41 , 94,66 ,42 , >95,69 ,43 , >95,73 ,45 , >95,77 ,47 , >95,80 ,49 , >95,83 ,50 , >95,87 ,52 , >95
Nicaragua,16 ,13 , 20,21 ,17 , 26,25 ,20 , 31,28 ,22 , 34,31 ,25 , 38,36 ,28 , 45,41 ,33 , 52,46 ,37 , 58,53 ,42 , 67,60 ,47 , 75
Niger,19 ,16 , 22,25 ,21 , 28,30 ,26 , 34,29 ,25 , 33,28 ,25 , 32,31 ,27 , 35,37 ,33 , 42,48 ,42 , 54,49 ,43 , 56,51 ,44 , 59
Nigeria,22 ,16 , 30,25 ,18 , 33,25 ,18 , 33,30 ,23 , 41,34 ,25 , 46,37 ,27 , 50,41 ,30 , 55,42 ,32 , 57,44 ,33 , 59,50 ,38 , 68
North Macedonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Norway,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Oman,29 ,23 , 40,34 ,26 , 46,37 ,29 , 50,41 ,32 , 53,43 ,34 , 54,40 ,31 , 49,44 ,35 , 55,49 ,38 , 60,53 ,41 , 66,59 ,45 , 73
Pakistan,3 ,3 , 4,3 ,2 , 3,4 ,3 , 4,3 ,3 , 4,5 ,4 , 5,6 ,5 , 6,7 ,6 , 8,9 ,8 , 10,10 ,9 , 12,13 ,11 , 15
Panama,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Papua New Guinea,23 ,21 , 26,26 ,23 , 29,31 ,27 , 35,37 ,33 , 41,44 ,39 , 49,48 ,43 , 54,51 ,46 , 57,53 ,47 , 59,55 ,49 , 61,57 ,51 , 63
Paraguay,14 ,10 , 20,14 ,11 , 21,16 ,11 , 22,19 ,14 , 27,22 ,16 , 31,24 ,18 , 35,28 ,22 , 41,36 ,27 , 52,39 ,29 , 56,43 ,32 , 62
Peru,33 ,28 , 39,35 ,30 , 40,43 ,37 , 50,42 ,36 , 49,47 ,40 , 54,44 ,38 , 51,54 ,46 , 63,60 ,51 , 70,69 ,59 , 80,77 ,65 , 90
Philippines,7 ,6 , 8,12 ,10 , 14,13 ,11 , 15,16 ,13 , 18,20 ,17 , 24,25 ,21 , 29,31 ,26 , 36,36 ,30 , 42,41 ,35 , 48,46 ,39 , 54
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,9 ,8 , 12,10 ,8 , 12,12 ,10 , 15,14 ,12 , 17,16 ,14 , 20,21 ,17 , 25,24 ,20 , 30,28 ,24 , 34,33 ,28 , 41,38 ,32 , 47
Romania,53 ,44 , 63,52 ,43 , 62,52 ,43 , 62,60 ,51 , 73,62 ,52 , 75,65 ,55 , 79,63 ,53 , 76,65 ,54 , 79,66 ,55 , 80,69 ,57 , 83
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,41 ,36 , 46,47 ,41 , 51,52 ,45 , 57,56 ,49 , 62,62 ,55 , 67,68 ,61 , 75,76 ,68 , 84,79 ,71 , 87,82 ,73 , 89,85 ,76 , 93
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,18 ,15 , 21,20 ,16 , 23,19 ,16 , 22,24 ,20 , 29,28 ,23 , 33,33 ,27 , 39,34 ,29 , 41,39 ,33 , 47,46 ,38 , 55,51 ,43 , 61
Serbia,53 ,46 , 63,53 ,46 , 62,52 ,45 , 61,52 ,45 , 60,53 ,45 , 61,54 ,46 , 62,57 ,47 , 65,59 ,49 , 69,66 ,52 , 78,66 ,51 , 79
Sierra Leone,10 ,9 , 12,14 ,12 , 16,10 ,8 , 11,9 ,8 , 10,10 ,8 , 11,15 ,12 , 17,17 ,14 , 19,22 ,18 , 25,26 ,22 , 30,30 ,25 , 35
