Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Denmark,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Djibouti,<500 ,<500 , <1000,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <200
Dominican Republic,1400 ,1200 , 1900,1300 ,1100 , 1700,1200 ,1000 , 1600,1200 ,<1000 , 1500,1100 ,<1000 , 1400,1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000
Ecuador,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1000
Egypt,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000
El Salvador,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Equatorial Guinea,1700 ,1300 , 2100,1800 ,1300 , 2200,1900 ,1400 , 2400,2000 ,1500 , 2600,2100 ,1600 , 2700,2300 ,1600 , 2900,2400 ,1700 , 3200,2500 ,1800 , 3300,2600 ,1900 , 3600,2700 ,1900 , 3800
Eritrea,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000
Estonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Eswatini,12 000 ,11 000 , 14 000,12 000 ,11 000 , 14 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,11 000 ,9800 , 13 000,11 000 ,9400 , 12 000,11 000 ,9000 , 12 000,9900 ,8400 , 11 000
Ethiopia,27 000 ,19 000 , 36 000,26 000 ,18 000 , 35 000,26 000 ,18 000 , 34 000,25 000 ,17 000 , 33 000,24 000 ,17 000 , 32 000,23 000 ,16 000 , 31 000,23 000 ,16 000 , 31 000,22 000 ,15 000 , 29 000,20 000 ,14 000 , 27 000,19 000 ,13 000 , 26 000
Fiji,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Finland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
France,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1100,1000 ,<1000 , 1100,1000 ,<1000 , 1100,1000 ,<1000 , 1100,1000 ,<1000 , 1100
Gabon,2900 ,2000 , 3700,2900 ,2000 , 3800,2900 ,2000 , 3800,3000 ,2100 , 3900,3000 ,2100 , 4000,3000 ,2100 , 4000,3000 ,2000 , 4000,3000 ,2000 , 3900,2900 ,1900 , 3800,2700 ,1800 , 3700
Gambia,1000 ,<1000 , 1300,1000 ,<1000 , 1400,1100 ,<1000 , 1400,1100 ,<1000 , 1400,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1600,1300 ,<1000 , 1600,1300 ,1000 , 1700
Georgia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Germany,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Ghana,16 000 ,12 000 , 20 000,16 000 ,12 000 , 20 000,16 000 ,12 000 , 21 000,16 000 ,12 000 , 21 000,16 000 ,12 000 , 22 000,16 000 ,11 000 , 21 000,16 000 ,11 000 , 22 000,16 000 ,10 000 , 22 000,16 000 ,10 000 , 22 000,16 000 ,9800 , 22 000
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Guatemala,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000
Guinea,5500 ,4400 , 6600,5500 ,4300 , 6600,5400 ,4300 , 6600,5400 ,4300 , 6500,5300 ,4100 , 6400,5200 ,4100 , 6400,5100 ,4100 , 6200,5000 ,3800 , 6000,4900 ,3900 , 6100,4900 ,3800 , 6000
Guinea-Bissau,1900 ,1600 , 2300,1900 ,1600 , 2300,1900 ,1600 , 2300,2000 ,1600 , 2300,1900 ,1600 , 2300,1900 ,1500 , 2300,1900 ,1500 , 2300,1800 ,1400 , 2200,1800 ,1400 , 2200,1800 ,1400 , 2100
Guyana,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500
Haiti,6400 ,4900 , 7800,6300 ,4800 , 7400,6100 ,4700 , 7300,6100 ,4700 , 7300,6100 ,4800 , 7200,6000 ,4800 , 7300,5900 ,4600 , 7100,5900 ,4500 , 7000,5800 ,4500 , 6900,5700 ,4500 , 6800
Honduras,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Hungary,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iceland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iran (Islamic Republic of),<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <1000
Ireland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Israel,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Italy,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <1000
Jamaica,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Japan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Jordan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kazakhstan,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000
Kenya,85 000 ,65 000 , 100 000,82 000 ,63 000 , 99 000,80 000 ,62 000 , 97 000,78 000 ,60 000 , 95 000,76 000 ,58 000 , 91 000,69 000 ,54 000 , 84 000,68 000 ,53 000 , 82 000,67 000 ,52 000 , 81 000,65 000 ,50 000 , 79 000,63 000 ,49 000 , 76 000
Kuwait,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kyrgyzstan,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100,<200 ,<100 , <100
Lao People's Democratic Republic,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500
Latvia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Lebanon,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Lesotho,13 000 ,10 000 , 14 000,12 000 ,9900 , 14 000,12 000 ,9900 , 14 000,12 000 ,9800 , 14 000,12 000 ,9300 , 14 000,12 000 ,9300 , 14 000,12 000 ,9000 , 13 000,11 000 ,8400 , 12 000,9500 ,7300 , 11 000,9000 ,7000 , 11 000
Liberia,2600 ,1900 , 3400,2600 ,1800 , 3300,2500 ,1800 , 3300,2400 ,1800 , 3200,2300 ,1700 , 3100,2200 ,1600 , 3000,2200 ,1600 , 2800,2100 ,1600 , 2700,2100 ,1500 , 2700,2000 ,1500 , 2600
Libya,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Lithuania,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Luxembourg,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Madagascar,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,1100 ,<1000 , 1400,1300 ,1000 , 1600,1400 ,1100 , 1800
Malawi,53 000 ,41 000 , 62 000,51 000 ,39 000 , 59 000,50 000 ,39 000 , 58 000,49 000 ,38 000 , 57 000,49 000 ,36 000 , 56 000,48 000 ,36 000 , 55 000,46 000 ,35 000 , 54 000,45 000 ,34 000 , 52 000,44 000 ,33 000 , 51 000,43 000 ,33 000 , 50 000
Malaysia,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mali,8900 ,7400 , 11 000,8900 ,7500 , 11 000,9100 ,7300 , 11 000,9100 ,7600 , 11 000,9100 ,7400 , 11 000,9000 ,7300 , 11 000,9000 ,7200 , 11 000,9100 ,7400 , 11 000,9100 ,7300 , 11 000,9100 ,7300 , 12 000
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<100 , <500
Mauritius,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Mexico,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mongolia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Montenegro,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Morocco,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Mozambique,95 000 ,68 000 , 130 000,97 000 ,70 000 , 130 000,99 000 ,71 000 , 130 000,100 000 ,72 000 , 140 000,100 000 ,74 000 , 140 000,110 000 ,75 000 , 140 000,110 000 ,76 000 , 140 000,110 000 ,77 000 , 140 000,110 000 ,77 000 , 140 000,110 000 ,77 000 , 140 000
Myanmar,5500 ,4600 , 6600,5400 ,4500 , 6400,5400 ,4600 , 6300,5400 ,4500 , 6200,5400 ,4600 , 6200,5300 ,4600 , 6200,5300 ,4600 , 6000,5200 ,4500 , 5900,5100 ,4400 , 5800,5000 ,4300 , 5600
Namibia,12 000 ,9800 , 13 000,12 000 ,9500 , 13 000,12 000 ,9800 , 14 000,12 000 ,9900 , 14 000,12 000 ,9700 , 14 000,12 000 ,9600 , 13 000,11 000 ,9100 , 13 000,11 000 ,9100 , 13 000,11 000 ,8800 , 13 000,11 000 ,8800 , 12 000
Nepal,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Netherlands,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
New Zealand,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Nicaragua,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<100 , <200,<200 ,<200 , <200
Niger,2400 ,2100 , 2900,2400 ,2000 , 2800,2300 ,2000 , 2700,2200 ,2000 , 2600,2200 ,1900 , 2600,2100 ,1800 , 2400,2000 ,1800 , 2300,1900 ,1700 , 2300,1900 ,1700 , 2200,1800 ,1600 , 2100
Nigeria,92 000 ,60 000 , 130 000,92 000 ,60 000 , 140 000,93 000 ,61 000 , 140 000,94 000 ,61 000 , 140 000,96 000 ,63 000 , 140 000,98 000 ,64 000 , 140 000,98 000 ,64 000 , 140 000,98 000 ,64 000 , 140 000,99 000 ,64 000 , 140 000,99 000 ,64 000 , 140 000
North Macedonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Norway,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
