States,2019,2019_lower, 2019_upper
Kondoa DC,1.97 ,0.33 , <0.01
Kondoa TC,17.21 ,8.45 , 0.03
Kongwa DC,2.08 ,0.75 , <0.01
Korogwe DC,0.99 ,0.63 , <0.01
Korogwe TC,7.09 ,1.15 , 0.03
Kusini,0.24 ,0.07 , <0.01
Kwimba DC,38.94 ,16.16 , 0.08
Kyela DC,2.54 ,1.10 , <0.01
Kyerwa DC,3.89 ,1.26 , <0.01
Lindi DC,2.16 ,0.72 , <0.01
Lindi MC,1.74 ,0.49 , <0.01
Liwale DC,5.91 ,1.67 , 0.02
Longido DC,3.83 ,2.07 , <0.01
Ludewa DC,4.48 ,0.62 , 0.02
Lushoto DC,1.58 ,0.08 , <0.01
Madaba DC,2.14 ,0.38 , <0.01
Mafia DC,0.26 ,0.05 , <0.01
Mafinga TC,2.07 ,0.20 , <0.01
Magharibi A,0.09 ,0.03 , <0.01
Magharibi B,0.99 ,0.54 , <0.01
Magu DC,1.98 ,0.25 , <0.01
Makambako TC,22.62 ,16.75 , 0.03
Makete DC,0.53 ,0.06 , <0.01
Malinyi DC,6.53 ,4.37 , <0.01
Manyoni DC,3.73 ,0.30 , 0.02
Masasi DC,0.40 ,0.21 , <0.01
Masasi TC,7.42 ,0.90 , 0.03
Maswa DC,2.33 ,0.42 , <0.01
Mbarali DC,2.27 ,0.12 , 0.01
Mbeya CC,4.07 ,1.71 , <0.01
Mbeya DC,1.41 ,0.34 , <0.01
Mbinga DC,2.27 ,0.76 , <0.01
Mbinga TC,2.16 ,0.34 , <0.01
Mbogwe DC,8.16 ,5.54 , 0.01
Mbozi DC,0.74 ,0.28 , <0.01
Mbulu DC,0.48 ,0.03 , <0.01
Mbulu TC,1.55 ,0.22 , <0.01
Meatu DC,0.94 ,0.13 , <0.01
Meru DC,1.84 ,0.20 , <0.01
Micheweni,3.90 ,2.19 , <0.01
Missenyi DC,0.67 ,0.11 , <0.01
Misungwi DC,0.41 ,0.04 , <0.01
Mjini,2.63 ,0.82 , <0.01
Mkalama DC,0.54 ,0.03 , <0.01
Mkinga DC,2.81 ,0.71 , <0.01
Mkoani,0.82 ,0.06 , <0.01
Mkuranga DC,0.34 ,0.03 , <0.01
Mlele DC,5.23 ,2.05 , 0.01
Momba DC,6.77 ,3.61 , 0.01
Monduli DC,0.88 ,0.20 , <0.01
Morogoro DC,2.19 ,0.23 , <0.01
Morogoro MC,0.98 ,0.06 , <0.01
Moshi DC,1.15 ,0.55 , <0.01
Moshi MC,0.49 ,0.06 , <0.01
Mpanda DC,0.30 ,0.15 , <0.01
Mpanda TC,1.99 ,1.48 , <0.01
Mpimbwe DC,0.46 ,0.05 , <0.01
Mpwapwa DC,1.69 ,0.16 , <0.01
Msalala DC,2.43 ,0.62 , <0.01
Mtwara DC,0.62 ,0.35 , <0.01
Mtwara Mikindani MC,13.40 ,5.66 , 0.03
Mufindi DC,3.09 ,1.49 , <0.01
Muheza DC,0.09 ,0.03 , <0.01
Muleba DC,0.62 ,0.13 , <0.01
Musoma DC,0.02 ,<0.01 , <0.01
Musoma MC,3.15 ,1.33 , <0.01
Mvomero DC,1.95 ,0.30 , <0.01
Mwanga DC,0.24 ,0.09 , <0.01
Nachingwea DC,1.37 ,0.11 , <0.01
Namtumbo DC,0.05 ,0.01 , <0.01
Nanyamba TC,7.83 ,4.86 , 0.01
Nanyumbu DC,2.11 ,0.15 , <0.01
Newala DC,1.54 ,0.12 , <0.01
Newala TC,3.51 ,0.54 , 0.01
Ngara DC,0.41 ,0.03 , <0.01
Ngorongoro DC,10.05 ,4.42 , 0.02
Njombe DC,2.84 ,0.12 , 0.02
Njombe TC,0.82 ,0.06 , <0.01
Nkasi DC,4.09 ,1.49 , <0.01
Nsimbo DC,0.12 ,0.01 , <0.01
Nyamagana MC,0.27 ,0.03 , <0.01
Nyang'hwale DC,0.80 ,0.42 , <0.01
Nyasa DC,3.61 ,1.79 , <0.01
Nzega DC,1.16 ,0.43 , <0.01
Nzega TC,7.81 ,2.12 , 0.02
Pangani DC,0.94 ,0.31 , <0.01
Rombo DC,0.25 ,0.06 , <0.01
Rorya DC,1.16 ,0.14 , <0.01
Ruangwa DC,5.92 ,2.02 , 0.01
Rufiji DC,10.25 ,0.98 , 0.04
Rungwe DC,11.93 ,3.54 , 0.03
Same DC,1.59 ,0.52 , <0.01
Sengerema DC,0.50 ,0.07 , <0.01
Serengeti DC,0.40 ,0.04 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,2.41 ,0.74 , <0.01
Siha DC,4.36 ,0.58 , 0.02
Sikonge DC,1.19 ,0.08 , <0.01
Simanjiro DC,0.93 ,0.43 , <0.01
Singida DC,2.72 ,0.93 , <0.01
Singida MC,5.21 ,1.91 , 0.01
Songea DC,2.09 ,1.27 , <0.01
Songea MC,5.44 ,3.15 , <0.01
Songwe DC,2.15 ,0.16 , 0.01
Sumbawanga DC,1.35 ,0.67 , <0.01
Sumbawanga MC,1.49 ,0.17 , <0.01
Tabora MC,1.53 ,0.29 , <0.01
Tandahimba DC,1.66 ,0.12 , <0.01
Tanga CC,3.66 ,1.63 , <0.01
Tarime DC,0.27 ,0.01 , <0.01
Tarime TC,0.11 ,0.03 , <0.01
Temeke MC,0.56 ,0.07 , <0.01
Tunduma TC,1.02 ,0.08 , <0.01
Tunduru DC,1.65 ,0.41 , <0.01
Ubungo MC,0.37 ,0.14 , <0.01
Ukerewe DC,0.99 ,0.12 , <0.01
Ulanga DC,2.64 ,0.57 , <0.01
Urambo DC,0.72 ,0.04 , <0.01
Ushetu DC,4.41 ,1.65 , 0.01
Uvinza DC,0.62 ,0.04 , <0.01
Uyui DC,0.42 ,0.04 , <0.01
Wanging'ombe DC,5.83 ,2.62 , 0.01
Wete,1.42 ,0.58 , <0.01
National,2.57 ,2.27,2.87
