States,2019,2019_lower, 2019_upper
Kilindi DC,1.47 ,0.39 , <0.01
Kilolo DC,0.15 ,0.08 , <0.01
Kilombero DC,4.63 ,1.81 , 0.01
Kilosa DC,0.21 ,0.14 , <0.01
Kilwa DC,1.28 ,0.38 , <0.01
Kinondoni MC,0.54 ,0.34 , <0.01
Kisarawe DC,7.43 ,3.81 , 0.01
Kishapu DC,0.77 ,0.20 , <0.01
Kiteto DC,0.35 ,0.03 , <0.01
Kondoa DC,1.19 ,0.19 , <0.01
Kondoa TC,9.07 ,4.33 , 0.02
Kongwa DC,1.18 ,0.43 , <0.01
Korogwe DC,0.57 ,0.38 , <0.01
Korogwe TC,3.76 ,0.62 , 0.01
Kusini,0.06 ,0.02 , <0.01
Kwimba DC,22.96 ,9.42 , 0.05
Kyela DC,1.38 ,0.61 , <0.01
Kyerwa DC,1.99 ,0.63 , <0.01
Lindi DC,1.22 ,0.42 , <0.01
Lindi MC,1.02 ,0.29 , <0.01
Liwale DC,3.36 ,0.95 , <0.01
Longido DC,2.12 ,1.17 , <0.01
Ludewa DC,2.66 ,0.37 , 0.01
Lushoto DC,0.88 ,0.04 , <0.01
Madaba DC,1.26 ,0.22 , <0.01
Mafia DC,0.15 ,0.03 , <0.01
Mafinga TC,1.21 ,0.12 , <0.01
Magharibi A,0.05 ,0.02 , <0.01
Magharibi B,0.59 ,0.33 , <0.01
Magu DC,1.17 ,0.15 , <0.01
Makambako TC,9.62 ,7.31 , 0.01
Makete DC,0.30 ,0.03 , <0.01
Malinyi DC,3.35 ,2.32 , <0.01
Manyoni DC,2.17 ,0.17 , 0.01
Masasi DC,0.23 ,0.12 , <0.01
Masasi TC,4.08 ,0.48 , 0.02
Maswa DC,1.39 ,0.27 , <0.01
Mbarali DC,1.27 ,0.07 , <0.01
Mbeya CC,2.40 ,1.00 , <0.01
Mbeya DC,0.83 ,0.20 , <0.01
Mbinga DC,1.36 ,0.44 , <0.01
Mbinga TC,1.25 ,0.20 , <0.01
Mbogwe DC,3.70 ,2.54 , <0.01
Mbozi DC,0.44 ,0.17 , <0.01
Mbulu DC,0.29 ,0.02 , <0.01
Mbulu TC,0.92 ,0.13 , <0.01
Meatu DC,0.54 ,0.08 , <0.01
Meru DC,0.90 ,0.10 , <0.01
Micheweni,2.12 ,1.22 , <0.01
Missenyi DC,0.40 ,0.07 , <0.01
Misungwi DC,0.24 ,0.02 , <0.01
Mjini,1.55 ,0.47 , <0.01
Mkalama DC,0.32 ,0.02 , <0.01
Mkinga DC,1.62 ,0.41 , <0.01
Mkoani,0.47 ,0.03 , <0.01
Mkuranga DC,0.20 ,0.02 , <0.01
Mlele DC,2.56 ,0.98 , <0.01
Momba DC,3.43 ,1.86 , <0.01
Monduli DC,0.51 ,0.11 , <0.01
Morogoro DC,1.24 ,0.13 , <0.01
Morogoro MC,0.58 ,0.04 , <0.01
Moshi DC,0.65 ,0.32 , <0.01
Moshi MC,0.28 ,0.03 , <0.01
Mpanda DC,0.19 ,0.09 , <0.01
Mpanda TC,1.08 ,0.83 , <0.01
Mpimbwe DC,0.27 ,0.03 , <0.01
Mpwapwa DC,0.99 ,0.09 , <0.01
Msalala DC,1.37 ,0.34 , <0.01
Mtwara DC,0.31 ,0.17 , <0.01
Mtwara Mikindani MC,7.81 ,3.17 , 0.02
Mufindi DC,1.80 ,0.88 , <0.01
Muheza DC,0.05 ,0.02 , <0.01
Muleba DC,0.38 ,0.08 , <0.01
Musoma DC,0.01 ,<0.01 , <0.01
Musoma MC,1.83 ,0.78 , <0.01
Mvomero DC,1.18 ,0.18 , <0.01
Mwanga DC,0.12 ,0.04 , <0.01
Nachingwea DC,0.81 ,0.07 , <0.01
Namtumbo DC,0.03 ,<0.01 , <0.01
Nanyamba TC,4.07 ,2.47 , <0.01
Nanyumbu DC,1.20 ,0.08 , <0.01
Newala DC,0.82 ,0.07 , <0.01
Newala TC,1.92 ,0.30 , <0.01
Ngara DC,0.25 ,0.02 , <0.01
Ngorongoro DC,5.80 ,2.43 , 0.01
Njombe DC,1.64 ,0.07 , 0.01
Njombe TC,0.48 ,0.03 , <0.01
Nkasi DC,2.44 ,0.87 , <0.01
Nsimbo DC,0.07 ,<0.01 , <0.01
Nyamagana MC,0.16 ,0.02 , <0.01
Nyang'hwale DC,0.46 ,0.25 , <0.01
Nyasa DC,2.09 ,1.01 , <0.01
Nzega DC,0.67 ,0.24 , <0.01
Nzega TC,4.19 ,1.15 , <0.01
Pangani DC,0.33 ,0.11 , <0.01
Rombo DC,0.14 ,0.04 , <0.01
Rorya DC,0.67 ,0.08 , <0.01
Ruangwa DC,3.43 ,1.12 , <0.01
Rufiji DC,5.14 ,0.48 , 0.02
Rungwe DC,6.80 ,2.02 , 0.02
Same DC,0.92 ,0.30 , <0.01
Sengerema DC,0.30 ,0.04 , <0.01
Serengeti DC,0.24 ,0.02 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,1.44 ,0.43 , <0.01
Siha DC,2.39 ,0.32 , <0.01
Sikonge DC,0.70 ,0.05 , <0.01
Simanjiro DC,0.55 ,0.26 , <0.01
Singida DC,1.63 ,0.57 , <0.01
Singida MC,3.00 ,1.07 , <0.01
Songea DC,1.12 ,0.67 , <0.01
Songea MC,3.17 ,1.85 , <0.01
Songwe DC,1.26 ,0.10 , <0.01
Sumbawanga DC,0.79 ,0.40 , <0.01
Sumbawanga MC,0.89 ,0.10 , <0.01
Tabora MC,0.89 ,0.17 , <0.01
Tandahimba DC,0.95 ,0.07 , <0.01
Tanga CC,2.17 ,0.97 , <0.01
Tarime DC,0.16 ,<0.01 , <0.01
Tarime TC,0.07 ,0.02 , <0.01
Temeke MC,0.33 ,0.04 , <0.01
Tunduma TC,0.59 ,0.04 , <0.01
Tunduru DC,0.96 ,0.23 , <0.01
Ubungo MC,0.22 ,0.08 , <0.01
Ukerewe DC,0.59 ,0.08 , <0.01
Ulanga DC,1.52 ,0.33 , <0.01
Urambo DC,0.43 ,0.02 , <0.01
Ushetu DC,2.64 ,0.98 , <0.01
Uvinza DC,0.37 ,0.02 , <0.01
Uyui DC,0.25 ,0.02 , <0.01
Wanging'ombe DC,3.29 ,1.45 , <0.01
Wete,0.82 ,0.34 , <0.01
National,1.49 ,0.77,3.74
