States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Ebonyi,16 ,12 , 22,19 ,14 , 27,38 ,29 , 52,90 ,69 , 100,89 ,68 , 100,76 ,58 , 100,94 ,72 , 100,100 ,85 , 100,100 ,81 , 100,100 ,75 , 100
Edo,40 ,29 , 55,46 ,33 , 62,51 ,38 , 69,56 ,42 , 75,61 ,46 , 80,65 ,50 , 85,69 ,53 , 90,72 ,56 , 93,75 ,58 , 96,79 ,62 , 100
Ekiti,13 ,9 , 21,14 ,10 , 23,20 ,14 , 30,29 ,21 , 44,33 ,24 , 50,39 ,29 , 58,41 ,30 , 60,43 ,31 , 62,40 ,29 , 59,43 ,30 , 64
Enugu,0 ,0 , 0,0 ,0 , 0,38 ,30 , 50,38 ,30 , 48,60 ,48 , 76,60 ,47 , 76,59 ,46 , 74,58 ,45 , 74,57 ,44 , 72,55 ,41 , 70
FCT, Abuja,83 ,57 , 100,89 ,61 , 100,100 ,78 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100
Gombe,3 ,2 , 4,3 ,2 , 5,5 ,3 , 7,100 ,89 , 100,100 ,98 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100
Imo,8 ,6 , 12,9 ,7 , 13,12 ,9 , 16,36 ,28 , 47,52 ,40 , 67,50 ,38 , 64,48 ,36 , 62,46 ,34 , 59,45 ,32 , 57,60 ,42 , 76
Jigawa,21 ,13 , 36,24 ,14 , 41,33 ,19 , 55,58 ,35 , 95,63 ,37 , 100,62 ,36 , 100,72 ,41 , 100,83 ,47 , 100,88 ,50 , 100,94 ,53 , 100
Kaduna,88 ,65 , 100,100 ,77 , 100,100 ,100 , 100,100 ,87 , 100,100 ,90 , 100,100 ,99 , 100,100 ,97 , 100,100 ,100 , 100,100 ,91 , 100,100 ,100 , 100
Kano,25 ,16 , 42,29 ,19 , 48,41 ,27 , 65,60 ,39 , 96,66 ,43 , 100,69 ,44 , 100,75 ,48 , 100,83 ,53 , 100,87 ,55 , 100,90 ,57 , 100
Katsina,30 ,15 , 63,34 ,18 , 72,47 ,25 , 98,63 ,33 , 100,70 ,37 , 100,83 ,43 , 100,90 ,47 , 100,79 ,41 , 100,74 ,38 , 100,76 ,40 , 100
Kebbi,41 ,27 , 67,47 ,31 , 75,66 ,43 , 100,40 ,26 , 63,48 ,31 , 75,55 ,36 , 87,63 ,40 , 99,70 ,44 , 100,49 ,31 , 79,57 ,35 , 90
Kogi,23 ,16 , 35,26 ,18 , 39,37 ,27 , 55,47 ,34 , 69,57 ,41 , 84,67 ,48 , 98,76 ,54 , 100,85 ,60 , 100,94 ,66 , 100,100 ,72 , 100
Kwara,42 ,26 , 67,47 ,29 , 73,51 ,31 , 77,53 ,33 , 79,55 ,35 , 81,58 ,37 , 84,60 ,39 , 87,63 ,40 , 89,60 ,38 , 83,78 ,49 , 100
Lagos,37 ,30 , 51,42 ,34 , 56,56 ,46 , 74,57 ,47 , 75,56 ,45 , 72,51 ,41 , 64,61 ,49 , 77,68 ,55 , 88,78 ,62 , 100,83 ,65 , 100
Nassarawa,10 ,8 , 14,12 ,9 , 16,16 ,13 , 22,33 ,25 , 42,34 ,25 , 43,52 ,40 , 67,100 ,80 , 100,100 ,90 , 100,100 ,89 , 100,100 ,88 , 100
Niger,0 ,0 , 0,0 ,0 , 0,0 ,0 , 0,100 ,80 , 100,100 ,81 , 100,100 ,81 , 100,100 ,81 , 100,100 ,81 , 100,100 ,80 , 100,100 ,79 , 100
Ogun,19 ,13 , 28,22 ,15 , 31,29 ,21 , 42,34 ,25 , 47,47 ,34 , 64,52 ,37 , 70,56 ,40 , 77,68 ,48 , 94,66 ,45 , 92,73 ,50 , 100
Ondo,22 ,14 , 34,25 ,17 , 38,27 ,19 , 42,30 ,21 , 45,33 ,23 , 48,35 ,26 , 51,38 ,28 , 54,41 ,31 , 58,44 ,33 , 61,50 ,37 , 70
Osun,13 ,8 , 21,17 ,11 , 26,20 ,13 , 31,23 ,16 , 36,26 ,18 , 39,29 ,21 , 43,32 ,23 , 46,34 ,24 , 49,36 ,26 , 52,39 ,28 , 57
Oyo,21 ,15 , 31,25 ,17 , 36,34 ,24 , 49,39 ,27 , 55,41 ,29 , 59,43 ,30 , 61,44 ,31 , 62,53 ,37 , 74,56 ,39 , 77,60 ,42 , 82
Plateau,14 ,12 , 18,16 ,13 , 20,100 ,100 , 100,100 ,91 , 100,100 ,96 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100
Rivers,5 ,4 , 7,6 ,5 , 8,8 ,7 , 11,12 ,10 , 15,17 ,14 , 22,21 ,17 , 26,24 ,19 , 29,27 ,22 , 33,29 ,24 , 37,32 ,26 , 40
Sokoto,40 ,19 , 80,44 ,21 , 88,59 ,28 , 100,100 ,62 , 100,100 ,63 , 100,100 ,53 , 100,100 ,53 , 100,85 ,40 , 100,79 ,37 , 100,93 ,44 , 100
Taraba,41 ,34 , 50,46 ,38 , 56,63 ,52 , 76,83 ,69 , 100,100 ,83 , 100,100 ,87 , 100,100 ,91 , 100,100 ,95 , 100,100 ,100 , 100,100 ,79 , 100
Yobe,27 ,14 , 54,31 ,16 , 60,43 ,22 , 81,37 ,19 , 69,31 ,16 , 58,63 ,33 , 100,74 ,38 , 100,84 ,43 , 100,86 ,44 , 100,85 ,42 , 100
Zamfara,6 ,3 , 13,8 ,4 , 15,11 ,5 , 21,13 ,7 , 25,34 ,18 , 65,22 ,11 , 41,25 ,13 , 46,26 ,13 , 47,25 ,13 , 45,30 ,15 , 53
National,31 ,23,42,35 ,26,46,48 ,36,64,55 ,42,74,60 ,45,80,64 ,48,85,70 ,53,93,72 ,54,96,73 ,55,98,80 ,60,100
