Maríngué,2400 ,1600 , 3600
Massangena,1400 ,1000 , 1800
Massinga,14 000 ,11 000 , 17 000
Massingir,2500 ,1800 , 3300
Matola,100 000 ,97 000 , 110 000
Matutuíne,7300 ,5400 , 9400
Mavago,<1000 ,<500 , 1200
Maxixe,8200 ,6600 , 10 000
Maúa,1900 ,1300 , 2800
Mecanhelas,4900 ,3400 , 6800
Meconta,7400 ,5000 , 10 000
Mecubúri,3500 ,2400 , 5100
Mecufi,1700 ,1100 , 2500
Mecula,<1000 ,<1000 , 1300
Meluco,1700 ,1100 , 2400
Memba,5200 ,3300 , 7700
Metarica,<1000 ,<500 , 1100
Metuge,3000 ,2000 , 4300
Milange,18 000 ,13 000 , 23 000
Moamba,14 000 ,11 000 , 17 000
Moatize,11 000 ,8600 , 13 000
Mocuba,26 000 ,22 000 , 31 000
Mocubela,11 000 ,8100 , 15 000
Mocímboa da Praia,6200 ,4400 , 8200
Mogincual,1400 ,<1000 , 2100
Mogovolas,7400 ,5000 , 11 000
Molumbo,6200 ,4200 , 8700
Moma,11 000 ,8200 , 16 000
Monapo,11 000 ,7900 , 16 000
Montepuez,9800 ,7000 , 13 000
Mopeia,6900 ,4800 , 9600
Morrumbala,13 000 ,9900 , 17 000
Morrumbene,6300 ,4700 , 8300
Morrupula,3400 ,2200 , 4900
Mossuril,3800 ,2400 , 5600
Mossurize,6000 ,4700 , 7600
Muanza,1200 ,<1000 , 1800
Muecate,3200 ,2100 , 4700
Mueda,14 000 ,11 000 , 17 000
Muembe,<1000 ,<1000 , 1200
Muidumbe,8800 ,6300 , 12 000
Mulevala,4200 ,2900 , 5600
Mutarara,3200 ,2200 , 4500
Mágoè,2600 ,1900 , 3400
Nacala,13 000 ,9900 , 18 000
Nacala-a-Velha,3200 ,2100 , 4800
Nacarôa,3300 ,2200 , 4800
Namaacha,6600 ,4900 , 8400
Namacurra,25 000 ,22 000 , 30 000
Namarói,3000 ,2100 , 4100
Nampula,34 000 ,29 000 , 39 000
Namuno,9800 ,6700 , 14 000
Nangade,3700 ,2400 , 5200
Ngaúma,1800 ,1200 , 2600
Nhamatanda,16 000 ,12 000 , 20 000
Nhlamankulu,15 000 ,13 000 , 16 000
Nicoadala,18 000 ,14 000 , 22 000
Nipepe,<1000 ,<1000 , 1400
Palma,2200 ,1400 , 3300
Panda,1800 ,1400 , 2300
Pebane,17 000 ,14 000 , 21 000
Pemba,12 000 ,10 000 , 13 000
Quelimane,44 000 ,40 000 , 47 000
Quissanga,1700 ,1000 , 2400
Rapale,3500 ,2300 , 4900
Ribáuè,6800 ,4500 , 9900
Sanga,1600 ,1100 , 2400
Sussendenga,6200 ,4800 , 7700
Tambara,1900 ,1300 , 2600
Tete,14 000 ,11 000 , 17 000
Tsangano,1900 ,1100 , 2800
Vanduzi,5300 ,4000 , 6900
Vilankulo,9800 ,8000 , 12 000
Xai-Xai,15 000 ,12 000 , 19 000
Zavala,8000 ,6000 , 10 000
Zumbu,<1000 ,<500 , 1000
National,1 400 000 ,1 100 000,1 700 000
