States,2019,2019_lower, 2019_upper
Nachingwea DC,0.83 ,0.07 , <0.01
Namtumbo DC,0.03 ,<0.01 , <0.01
Nanyamba TC,4.70 ,2.85 , <0.01
Nanyumbu DC,1.28 ,0.09 , <0.01
Newala DC,0.94 ,0.08 , <0.01
Newala TC,2.09 ,0.32 , <0.01
Ngara DC,0.24 ,0.02 , <0.01
Ngorongoro DC,5.53 ,2.33 , 0.01
Njombe DC,1.71 ,0.07 , 0.01
Njombe TC,0.50 ,0.04 , <0.01
Nkasi DC,2.32 ,0.83 , <0.01
Nsimbo DC,0.07 ,<0.01 , <0.01
Nyamagana MC,0.16 ,0.02 , <0.01
Nyang'hwale DC,0.47 ,0.25 , <0.01
Nyasa DC,2.15 ,1.05 , <0.01
Nzega DC,0.67 ,0.24 , <0.01
Nzega TC,4.60 ,1.27 , 0.01
Pangani DC,0.57 ,0.19 , <0.01
Rombo DC,0.15 ,0.04 , <0.01
Rorya DC,0.66 ,0.08 , <0.01
Ruangwa DC,3.49 ,1.14 , <0.01
Rufiji DC,6.57 ,0.62 , 0.03
Rungwe DC,7.00 ,2.09 , 0.02
Same DC,0.94 ,0.31 , <0.01
Sengerema DC,0.28 ,0.04 , <0.01
Serengeti DC,0.23 ,0.02 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,1.44 ,0.44 , <0.01
Siha DC,2.63 ,0.35 , 0.01
Sikonge DC,0.69 ,0.05 , <0.01
Simanjiro DC,0.53 ,0.25 , <0.01
Singida DC,1.60 ,0.56 , <0.01
Singida MC,3.21 ,1.15 , <0.01
Songea DC,1.30 ,0.77 , <0.01
Songea MC,3.24 ,1.90 , <0.01
Songwe DC,1.28 ,0.10 , <0.01
Sumbawanga DC,0.76 ,0.38 , <0.01
Sumbawanga MC,0.86 ,0.10 , <0.01
Tabora MC,0.91 ,0.17 , <0.01
Tandahimba DC,0.97 ,0.07 , <0.01
Tanga CC,2.22 ,1.00 , <0.01
Tarime DC,0.15 ,<0.01 , <0.01
Tarime TC,0.07 ,0.02 , <0.01
Temeke MC,0.31 ,0.04 , <0.01
Tunduma TC,0.60 ,0.05 , <0.01
Tunduru DC,0.96 ,0.24 , <0.01
Ubungo MC,0.21 ,0.08 , <0.01
Ukerewe DC,0.57 ,0.07 , <0.01
Ulanga DC,1.55 ,0.34 , <0.01
Urambo DC,0.43 ,0.02 , <0.01
Ushetu DC,2.58 ,0.96 , <0.01
Uvinza DC,0.36 ,0.02 , <0.01
Uyui DC,0.24 ,0.02 , <0.01
Wanging'ombe DC,3.48 ,1.54 , <0.01
Wete,0.84 ,0.35 , <0.01
National,1.42 ,0.21,1.89
