States,2019,2019_lower, 2019_upper
Kibaha DC,1.24 ,0.65 , <0.01
Kibaha TC,0.49 ,0.25 , <0.01
Kibiti DC,0.25 ,0.11 , <0.01
Kibondo DC,0.25 ,0.02 , <0.01
Kigamboni MC,0.21 ,0.11 , <0.01
Kigoma DC,0.15 ,<0.01 , <0.01
Kigoma Ujiji MC,0.40 ,0.20 , <0.01
Kilindi DC,1.15 ,0.29 , <0.01
Kilolo DC,0.10 ,0.05 , <0.01
Kilombero DC,3.43 ,1.37 , <0.01
Kilosa DC,0.15 ,0.09 , <0.01
Kilwa DC,0.90 ,0.27 , <0.01
Kinondoni MC,0.41 ,0.24 , <0.01
Kisarawe DC,5.39 ,2.97 , <0.01
Kishapu DC,0.56 ,0.13 , <0.01
Kiteto DC,0.26 ,0.02 , <0.01
Kondoa DC,0.89 ,0.14 , <0.01
Kondoa TC,8.22 ,4.06 , 0.01
Kongwa DC,0.93 ,0.32 , <0.01
Korogwe DC,0.44 ,0.27 , <0.01
Korogwe TC,3.32 ,0.52 , 0.01
Kusini,0.13 ,0.04 , <0.01
Kwimba DC,18.74 ,7.66 , 0.04
Kyela DC,1.07 ,0.43 , <0.01
Kyerwa DC,1.87 ,0.60 , <0.01
Lindi DC,0.95 ,0.31 , <0.01
Lindi MC,0.77 ,0.22 , <0.01
Liwale DC,2.69 ,0.73 , <0.01
Longido DC,1.72 ,0.88 , <0.01
Ludewa DC,2.03 ,0.27 , <0.01
Lushoto DC,0.71 ,0.03 , <0.01
Madaba DC,0.98 ,0.17 , <0.01
Mafia DC,0.11 ,0.02 , <0.01
Mafinga TC,0.93 ,0.09 , <0.01
Magharibi A,0.04 ,0.01 , <0.01
Magharibi B,0.45 ,0.23 , <0.01
Magu DC,0.90 ,0.11 , <0.01
Makambako TC,11.19 ,7.83 , 0.02
Makete DC,0.22 ,0.02 , <0.01
Malinyi DC,2.95 ,1.83 , <0.01
Manyoni DC,1.66 ,0.13 , <0.01
Masasi DC,0.17 ,0.08 , <0.01
Masasi TC,3.34 ,0.40 , 0.01
Maswa DC,1.00 ,0.17 , <0.01
Mbarali DC,1.05 ,0.05 , <0.01
Mbeya CC,1.82 ,0.74 , <0.01
Mbeya DC,0.61 ,0.15 , <0.01
Mbinga DC,1.04 ,0.34 , <0.01
Mbinga TC,1.01 ,0.15 , <0.01
Mbogwe DC,4.04 ,2.62 , <0.01
Mbozi DC,0.33 ,0.13 , <0.01
Mbulu DC,0.21 ,0.02 , <0.01
Mbulu TC,0.68 ,0.10 , <0.01
Meatu DC,0.41 ,0.05 , <0.01
Meru DC,0.88 ,0.10 , <0.01
Micheweni,1.84 ,0.98 , <0.01
Missenyi DC,0.29 ,0.05 , <0.01
Misungwi DC,0.18 ,0.02 , <0.01
Mjini,1.18 ,0.38 , <0.01
Mkalama DC,0.24 ,0.01 , <0.01
Mkinga DC,1.21 ,0.31 , <0.01
Mkoani,0.37 ,0.03 , <0.01
Mkuranga DC,0.14 ,0.01 , <0.01
Mlele DC,2.40 ,0.92 , <0.01
Momba DC,3.12 ,1.56 , <0.01
Monduli DC,0.39 ,0.08 , <0.01
Morogoro DC,0.94 ,0.09 , <0.01
Morogoro MC,0.44 ,0.03 , <0.01
Moshi DC,0.48 ,0.22 , <0.01
Moshi MC,0.21 ,0.02 , <0.01
Mpanda DC,0.13 ,0.06 , <0.01
Mpanda TC,0.87 ,0.61 , <0.01
Mpimbwe DC,0.20 ,0.02 , <0.01
Mpwapwa DC,0.74 ,0.07 , <0.01
Msalala DC,1.09 ,0.28 , <0.01
Mtwara DC,0.27 ,0.16 , <0.01
Mtwara Mikindani MC,6.02 ,2.61 , 0.01
Mufindi DC,1.32 ,0.63 , <0.01
Muheza DC,0.04 ,0.01 , <0.01
Muleba DC,0.27 ,0.06 , <0.01
Musoma DC,<0.01 ,<0.01 , <0.01
Musoma MC,1.40 ,0.57 , <0.01
Mvomero DC,0.85 ,0.12 , <0.01
Mwanga DC,0.10 ,0.04 , <0.01
Nachingwea DC,0.60 ,0.05 , <0.01
Namtumbo DC,0.02 ,<0.01 , <0.01
Nanyamba TC,3.66 ,2.31 , <0.01
Nanyumbu DC,0.94 ,0.07 , <0.01
Newala DC,0.68 ,0.05 , <0.01
Newala TC,1.51 ,0.23 , <0.01
Ngara DC,0.18 ,0.01 , <0.01
Ngorongoro DC,4.39 ,1.93 , <0.01
Njombe DC,1.26 ,0.05 , <0.01
Njombe TC,0.36 ,0.03 , <0.01
Nkasi DC,1.82 ,0.66 , <0.01
Nsimbo DC,0.05 ,<0.01 , <0.01
Nyamagana MC,0.12 ,0.02 , <0.01
Nyang'hwale DC,0.35 ,0.18 , <0.01
Nyasa DC,1.60 ,0.79 , <0.01
Nzega DC,0.49 ,0.17 , <0.01
Nzega TC,3.43 ,0.91 , <0.01
Pangani DC,0.45 ,0.15 , <0.01
Rombo DC,0.10 ,0.03 , <0.01
Rorya DC,0.50 ,0.06 , <0.01
Ruangwa DC,2.61 ,0.93 , <0.01
Rufiji DC,4.55 ,0.45 , 0.02
Rungwe DC,5.19 ,1.52 , 0.01
Same DC,0.68 ,0.21 , <0.01
Sengerema DC,0.22 ,0.03 , <0.01
Serengeti DC,0.18 ,0.02 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,1.07 ,0.33 , <0.01
Siha DC,1.92 ,0.25 , <0.01
Sikonge DC,0.53 ,0.03 , <0.01
Simanjiro DC,0.41 ,0.18 , <0.01
Singida DC,1.24 ,0.41 , <0.01
Singida MC,2.43 ,0.88 , <0.01
Songea DC,0.95 ,0.59 , <0.01
Songea MC,2.46 ,1.32 , <0.01
Songwe DC,0.99 ,0.08 , <0.01
Sumbawanga DC,0.58 ,0.28 , <0.01
Sumbawanga MC,0.67 ,0.07 , <0.01
Tabora MC,0.67 ,0.13 , <0.01
Tandahimba DC,0.72 ,0.05 , <0.01
Tanga CC,1.64 ,0.72 , <0.01
Tarime DC,0.12 ,<0.01 , <0.01
Tarime TC,0.05 ,0.01 , <0.01
Temeke MC,0.25 ,0.03 , <0.01
Tunduma TC,0.43 ,0.03 , <0.01
Tunduru DC,0.71 ,0.18 , <0.01
Ubungo MC,0.17 ,0.06 , <0.01
Ukerewe DC,0.44 ,0.05 , <0.01
Ulanga DC,1.20 ,0.25 , <0.01
Urambo DC,0.32 ,0.02 , <0.01
Ushetu DC,1.95 ,0.73 , <0.01
Uvinza DC,0.27 ,0.02 , <0.01
Uyui DC,0.18 ,0.02 , <0.01
Wanging'ombe DC,2.52 ,1.15 , <0.01
Wete,0.66 ,0.26 , <0.01
National,1.13 ,0.54,1.86
